WCL ISE DATASET,,,,,,,,,,,,,,,,,,,,,,,,
Sol,30 ,,,,,,,,,,,,,,,,,,,,,,,
WCL Cell ,0,,,,,,,,,,,,,,,,,,,,,,,
Water Release,898866468.5629,,,,,,,,,,,,,,,,,,,,,,,
Drawer Open,898868112.9506,898869883.2373,898873507.0236,898874252.1384,,,,,,,,,,,,,,,,,,,,
Drawer Close,898868292.2481,898870064.2368,898873872.4162,898874478.0133,,,,,,,,,,,,,,,,,,,,
Regent Release,898870317.4352,,,,,,,,,,,,,,,,,,,,,,,
Time(s),Cl Ref,Vmon,CO2,Cl,I,Ir pH,Cl Ref,Cl Ref,Cl Ref,Li (A),Br,Ba,NH4,NO3,Mg,Ca,DO Ref,K,Li (B),Na,pH1,pH2,Cl Ref,Cl Ref
898869979.24,2057.8722,2050.85,2050.85,2050.85,2050.85,2050.85,2057.8722,2057.8722,2057.8722,2050.85,2050.85,2050.85,2050.85,2050.85,2050.85,2050.85,2057.6985,2050.85,2050.85,2050.85,2050.85,2050.85,2057.8722,2057.8722
898869980.7118,-364.3707,-499.6796,-457.7884,-365.1444,-613.2692,-328.0868,-359.5359,-357.9243,-364.3707,-733.3036,-407.0356,-237.054,-794.5292,-461.0108,-726.0532,-668.05,-561.8328,-836.4204,-723.6364,-815.4748,-590.7124,2050.85,-362.7591,-359.5359
898869981.6496,-381.2926,-502.0964,-436.8428,-385.2844,-633.4092,-352.2548,-384.5158,-378.8751,-378.8751,-752.638,-429.5924,-245.9156,-811.4468,-481.9564,-752.638,-693.0236,-558.6098,-854.9492,-746.1932,-836.4204,-615.686,2050.85,-387.739,-378.0693
898869983.1599,-362.7591,-501.2908,-456.1772,-365.95,-614.0748,-326.4756,-353.0895,-353.0895,-353.8953,-728.47,-403.8132,-233.026,-791.3068,-456.1772,-725.2476,-668.05,-565.0558,-832.3924,-720.414,-809.8356,-590.7124,2050.85,-355.5069,-355.5069
898869984.1124,-381.2926,-500.4852,-432.8148,-387.7012,-636.6316,-353.0604,-383.71,-368.3997,-378.0693,-752.638,-430.398,-246.7212,-809.8356,-481.1508,-746.1932,-694.6348,-562.6386,-860.5884,-742.1652,-834.0036,-610.8524,2050.85,-378.0693,-382.0984
898869985.5803,-362.7591,-499.6796,-455.3716,-361.922,-610.0468,-327.2812,-359.5359,-358.7301,-365.1765,-726.0532,-405.4244,-237.054,-794.5292,-455.3716,-722.8308,-669.6612,-569.0847,-836.4204,-719.6084,-815.4748,-587.49,2050.85,-362.7591,-359.5359
898869986.5118,-371.6229,-500.4852,-413.4804,-366.7556,-611.658,-333.726,-369.2055,-358.7301,-368.3997,-730.8868,-411.0636,-240.2764,-796.1404,-461.8164,-727.6644,-675.3004,-562.6386,-842.0596,-726.0532,-817.8916,-594.7404,2050.85,-369.2055,-356.3127
898869987.9803,-192.7347,-502.0964,-295.0572,-175.8284,-427.1756,-139.5764,-185.4825,-169.3664,-185.4825,-539.154,-220.1364,-149.2436,-604.4076,-266.0556,-538.3484,-480.3452,-555.3867,-643.882,-533.5148,-623.742,-403.0076,2050.85,-175.0071,-178.2303
898869988.9125,-249.1409,-500.4852,-339.3652,-270.0836,-514.986,-230.6092,-256.3931,-255.5873,-248.3351,-630.9924,-308.7524,-195.1628,-693.8292,-364.3388,-629.3812,-572.9892,-546.5233,-744.582,-630.1868,-719.6084,-492.4292,2050.85,-246.7235,-249.9467
898869990.3802,-191.1231,-503.7076,-278.1396,-160.522,-411.0636,-125.8812,-171.7838,-159.6968,-181.4535,-525.4588,-208.0524,-150.0492,-597.1572,-258.8052,-525.4588,-473.9004,-543.3003,-639.0484,-523.042,-617.2972,-394.9516,2050.85,-165.3374,-171.7838
898869991.3121,-343.4198,-503.7076,-385.2844,-340.1708,-588.2956,-306.3356,-341.0024,-340.1966,-340.1966,-705.9132,-384.4788,-226.5812,-761.4996,-436.8428,-701.0796,-647.91,-545.7176,-811.4468,-701.0796,-791.3068,-570.5724,2050.85,-336.1676,-338.585
898869992.7816,-306.3529,-500.4852,-403.0076,-300.6964,-552.8492,-266.0556,-295.0717,-300.7123,-296.6833,-663.2164,-346.6156,-211.2748,-731.6924,-397.3684,-658.3828,-604.4076,-552.9694,-771.1668,-661.6052,-748.61,-524.6532,2050.85,-295.0717,-288.6252
898869993.7373,-375.6519,-501.2908,-423.9532,-377.2284,-622.1308,-339.3652,-378.8751,-364.3707,-375.6519,-738.9428,-416.7028,-244.3044,-797.7516,-469.0668,-734.9148,-674.4948,-548.9406,-842.8652,-730.0812,-822.7252,-597.1572,2050.85,-373.2345,-368.3997
898869995.2114,-349.0604,-500.4852,-436.0372,-340.9764,-591.518,-306.3356,-342.614,-341.0024,-342.614,-704.302,-388.5068,-229.8036,-767.9444,-436.8428,-701.0796,-646.2988,-564.2501,-813.058,-695.4404,-788.0844,-568.9612,2050.85,-339.3908,-338.585
898869996.1617,-390.9622,-501.2908,-430.398,-383.6732,-631.798,-346.6156,-382.0984,-378.0693,-382.0984,-745.3876,-424.7588,-243.4988,-804.1964,-474.706,-738.9428,-684.162,-559.4155,-852.5324,-738.9428,-829.17,-606.8244,2050.85,-378.8751,-379.6809
898869997.6396,-353.8953,-500.4852,-448.1212,-352.2548,-598.7684,-314.3916,-352.2837,-352.2837,-358.7301,-714.7748,-394.9516,-233.8316,-783.2508,-445.7044,-713.9692,-655.966,-569.0847,-822.7252,-709.9412,-797.7516,-577.0172,2050.85,-352.2837,-349.8662
898869998.5763,-390.1564,-501.2908,-433.6204,-384.4788,-632.6036,-349.0324,-388.5448,-378.0693,-382.0984,-748.61,-426.37,-243.4988,-807.4188,-481.1508,-745.3876,-687.3844,-559.4155,-852.5324,-744.582,-829.17,-606.8244,2050.85,-378.8751,-381.2926
898870000.1123,-368.3997,-501.2908,-454.566,-358.6996,-606.8244,-321.642,-356.3127,-352.2837,-359.5359,-719.6084,-400.5908,-233.8316,-784.0564,-454.566,-716.386,-659.994,-569.0847,-829.9756,-713.1636,-806.6132,-581.0452,2050.85,-356.3127,-357.1185
898870001.0375,-379.6809,-500.4852,-429.5924,-387.7012,-629.3812,-353.0604,-384.5158,-378.0693,-384.5158,-746.9988,-430.398,-242.6932,-809.8356,-477.9284,-746.1932,-688.19,-569.0847,-854.9492,-742.1652,-829.9756,-614.0748,2050.85,-388.5448,-378.8751
898870002.5352,-365.1765,-501.2908,-452.9548,-358.6996,-610.0468,-323.2532,-364.3707,-364.3707,-359.5359,-726.0532,-405.4244,-233.8316,-784.0564,-455.3716,-719.6084,-664.8276,-570.6962,-833.198,-719.6084,-811.4468,-585.8788,2050.85,-362.7591,-360.3417
898870003.5007,-382.0984,-500.4852,-429.5924,-386.09,-636.6316,-353.0604,-391.768,-381.2926,-384.5158,-752.638,-432.0092,-248.3324,-806.6132,-481.9564,-746.1932,-693.0236,-565.0558,-854.9492,-746.1932,-836.4204,-615.686,2050.85,-384.5158,-385.3216
898870004.9767,-365.9823,-500.4852,-455.3716,-365.1444,-611.658,-327.2812,-366.7881,-358.7301,-365.1765,-726.8588,-407.8412,-235.4428,-796.1404,-455.3716,-723.6364,-668.8556,-577.1423,-835.6148,-721.2196,-810.6412,-588.2956,2050.85,-361.1475,-369.2055
898870005.9098,-390.1564,-503.7076,-430.398,-391.7292,-636.6316,-355.4772,-391.768,-385.3216,-386.1274,-752.638,-429.5924,-244.3044,-810.6412,-481.9564,-745.3876,-693.8292,-572.3077,-855.7548,-746.1932,-838.0316,-616.4916,2050.85,-384.5158,-384.5158
898870007.3837,-371.6229,-501.2908,-456.1772,-369.1724,-615.686,-329.698,-364.3707,-365.1765,-364.3707,-726.0532,-407.0356,-233.8316,-794.5292,-461.0108,-726.0532,-669.6612,-578.7538,-836.4204,-719.6084,-813.058,-591.518,2050.85,-372.4287,-358.7301
898870008.3594,-386.1274,-500.4852,-442.482,-387.7012,-630.9924,-353.0604,-392.5738,-379.6809,-384.5158,-749.4156,-433.6204,-242.6932,-813.058,-479.5396,-752.638,-693.0236,-574.725,-854.9492,-746.1932,-836.4204,-614.0748,2050.85,-390.1564,-385.3216
898870009.8377,-368.3997,-501.2908,-459.3996,-369.1724,-616.4916,-329.698,-369.2055,-362.7591,-365.1765,-726.0532,-407.0356,-237.054,-794.5292,-461.8164,-726.0532,-668.8556,-581.9768,-836.4204,-722.8308,-813.058,-591.518,2050.85,-365.9823,-368.3997
898870010.7767,2057.8722,2050.85,2050.85,2050.85,2050.85,2050.85,2057.8722,2057.8722,2057.8722,2050.85,2050.85,2050.85,2050.85,2050.85,2050.85,2050.85,2057.6985,2050.85,2050.85,2050.85,2050.85,2050.85,2057.8722,2057.8722
898870012.2794,-365.1765,-500.4852,-455.3716,-366.7556,-617.2972,-332.1148,-366.7881,-359.5359,-365.9823,-730.0812,-410.258,-236.2484,-792.1124,-462.622,-730.0812,-674.4948,-577.948,-834.0036,-726.8588,-818.6972,-590.7124,2050.85,-371.6229,-364.3707
898870013.2127,-390.9622,-502.0964,-436.8428,-391.7292,-638.2428,-352.2548,-390.1564,-388.5448,-388.5448,-758.2772,-429.5924,-243.4988,-809.03,-485.1788,-748.61,-694.6348,-578.7538,-858.9772,-745.3876,-835.6148,-611.658,2050.85,-382.9042,-384.5158
898870014.6802,-370.8171,-500.4852,-461.8164,-372.3948,-617.2972,-332.9204,-372.4287,-359.5359,-366.7881,-731.6924,-410.258,-233.026,-797.7516,-462.622,-731.6924,-671.2724,-581.1711,-836.4204,-726.8588,-816.2804,-593.9348,2050.85,-371.6229,-365.1765
898870015.6395,-396.6028,-502.0964,-436.8428,-391.7292,-639.854,-352.2548,-390.9622,-385.3216,-385.3216,-757.4716,-429.5924,-243.4988,-810.6412,-486.79,-751.8324,-690.6068,-573.1135,-855.7548,-745.3876,-835.6148,-613.2692,2050.85,-386.1274,-390.9622
898870017.1116,-372.4287,-499.6796,-461.8164,-374.006,-618.1028,-333.726,-366.7881,-366.7881,-377.2635,-729.2756,-411.0636,-235.4428,-796.946,-463.4276,-730.0812,-675.3004,-584.3941,-835.6148,-721.2196,-817.086,-596.3516,2050.85,-364.3707,-365.9823
898870018.0369,-390.9622,-503.7076,-436.8428,-391.7292,-639.854,-352.2548,-390.9622,-385.3216,-385.3216,-757.4716,-429.5924,-243.4988,-809.03,-486.79,-751.8324,-690.6068,-578.7538,-858.9772,-745.3876,-835.6148,-617.2972,2050.85,-399.0202,-390.9622
898870019.51,-372.4287,-499.6796,-461.8164,-373.2004,-618.1028,-333.726,-372.4287,-368.3997,-370.8171,-730.8868,-411.0636,-235.4428,-796.946,-463.4276,-730.0812,-675.3004,-584.3941,-835.6148,-726.8588,-817.086,-597.1572,2050.85,-372.4287,-365.9823
898870020.4368,-390.9622,-500.4852,-439.2596,-389.3124,-636.6316,-356.2828,-388.5448,-378.8751,-387.739,-755.8604,-435.2316,-242.6932,-811.4468,-481.9564,-752.638,-693.8292,-577.948,-855.7548,-746.1932,-841.254,-616.4916,2050.85,-384.5158,-388.5448
898870021.9073,-368.3997,-502.0964,-462.622,-371.5892,-616.4916,-334.5316,-371.6229,-367.5939,-372.4287,-734.1092,-411.0636,-233.8316,-796.946,-465.0388,-727.6644,-672.078,-591.646,-842.0596,-726.0532,-817.086,-597.9628,2050.85,-372.4287,-371.6229
898870022.8379,-390.9622,-500.4852,-439.2596,-391.7292,-636.6316,-357.894,-390.9622,-385.3216,-384.5158,-755.8604,-433.6204,-242.6932,-811.4468,-485.1788,-751.0268,-693.8292,-577.948,-855.7548,-745.3876,-842.0596,-616.4916,2050.85,-387.739,-385.3216
898870024.3102,-365.9823,-503.7076,-462.622,-370.7836,-616.4916,-332.9204,-371.6229,-372.4287,-372.4287,-735.7204,-413.4804,-231.4148,-797.7516,-467.4556,-726.0532,-675.3004,-585.1999,-842.0596,-726.0532,-817.086,-597.9628,2050.85,-374.8461,-369.2055
898870025.2378,-390.9622,-500.4852,-436.0372,-387.7012,-636.6316,-356.2828,-388.5448,-381.2926,-394.1854,-755.8604,-433.6204,-245.9156,-811.4468,-481.9564,-752.638,-693.8292,-579.5596,-855.7548,-749.4156,-841.254,-613.2692,2050.85,-396.6028,-385.3216
898870026.7113,-371.6229,-503.7076,-462.622,-369.1724,-620.5196,-332.9204,-370.8171,-369.2055,-372.4287,-734.9148,-413.4804,-233.026,-797.7516,-461.8164,-733.3036,-669.6612,-591.646,-839.6428,-726.0532,-816.2804,-592.3236,2050.85,-366.7881,-375.6519
898870027.6494,-390.1564,-501.2908,-441.6764,-390.9236,-635.826,-353.0604,-388.5448,-387.739,-384.5158,-752.638,-433.6204,-242.6932,-811.4468,-482.762,-752.638,-693.8292,-581.1711,-855.7548,-746.1932,-841.254,-616.4916,2050.85,-390.1564,-386.1274
898870029.1624,-375.6519,-501.2908,-461.8164,-374.8116,-618.1028,-333.726,-372.4287,-374.8461,-370.8171,-732.498,-414.286,-235.4428,-796.946,-465.0388,-730.0812,-675.3004,-590.8402,-835.6148,-726.8588,-820.3084,-597.1572,2050.85,-372.4287,-370.0113
898870030.1125,-391.768,-503.7076,-443.2876,-391.7292,-641.4652,-355.4772,-392.5738,-388.5448,-388.5448,-751.8324,-431.2036,-240.2764,-809.8356,-487.5956,-748.61,-694.6348,-581.9768,-854.9492,-746.9988,-837.226,-617.2972,2050.85,-391.768,-396.6028
898870031.6416,-372.4287,-502.0964,-469.0668,-371.5892,-616.4916,-336.1428,-368.3997,-364.3707,-365.1765,-735.7204,-411.8692,-237.054,-796.946,-468.2612,-729.2756,-675.3004,-591.646,-842.0596,-727.6644,-817.086,-597.9628,2050.85,-372.4287,-371.6229
898870032.6377,-390.1564,-501.2908,-443.2876,-396.5628,-639.0484,-353.866,-391.768,-384.5158,-390.9622,-753.4436,-433.6204,-242.6932,-813.058,-482.762,-752.638,-693.8292,-584.3941,-854.9492,-746.1932,-842.8652,-616.4916,2050.85,-390.1564,-390.9622
898870034.1116,-366.7881,-500.4852,-475.5116,-372.3948,-623.742,-339.3652,-378.0693,-365.1765,-378.8751,-738.9428,-413.4804,-237.054,-800.974,-467.4556,-734.1092,-675.3004,-591.646,-842.0596,-726.0532,-817.8916,-597.9628,2050.85,-374.8461,-372.4287
898870035.0369,-390.9622,-501.2908,-443.2876,-396.5628,-635.826,-353.866,-391.768,-384.5158,-390.1564,-753.4436,-433.6204,-242.6932,-813.058,-482.762,-752.638,-693.8292,-584.3941,-856.5604,-749.4156,-841.254,-616.4916,2050.85,-390.1564,-384.5158
898870036.5105,-368.3997,-503.7076,-469.0668,-375.6172,-622.1308,-336.1428,-371.6229,-365.1765,-372.4287,-738.9428,-411.8692,-237.054,-800.974,-468.2612,-734.1092,-675.3004,-591.646,-842.0596,-726.0532,-823.5308,-601.1852,2050.85,-373.2345,-375.6519
898870037.4359,-392.5738,-500.4852,-442.482,-391.7292,-639.854,-357.894,-390.9622,-388.5448,-391.768,-757.4716,-432.8148,-243.4988,-810.6412,-486.79,-751.8324,-695.4404,-585.1999,-858.9772,-745.3876,-837.226,-617.2972,2050.85,-387.739,-390.1564
898870038.911,-368.3997,-500.4852,-468.2612,-373.2004,-620.5196,-341.782,-371.6229,-375.6519,-368.3997,-738.1372,-416.7028,-233.026,-800.974,-468.2612,-734.1092,-675.3004,-591.646,-842.0596,-734.1092,-817.8916,-597.9628,2050.85,-381.2926,-372.4287
898870039.8374,-390.1564,-502.0964,-443.2876,-394.9516,-641.4652,-355.4772,-391.768,-384.5158,-385.3216,-755.0548,-431.2036,-241.8876,-815.4748,-484.3732,-749.4156,-697.8572,-584.3941,-858.1716,-746.1932,-839.6428,-616.4916,2050.85,-391.768,-390.9622
898870041.3071,-368.3997,-500.4852,-476.3172,-374.8116,-623.742,-338.5596,-378.0693,-372.4287,-370.0113,-738.1372,-416.7028,-234.6372,-797.7516,-469.0668,-735.7204,-674.4948,-594.869,-844.4764,-733.3036,-819.5028,-597.9628,2050.85,-374.8461,-372.4287
898870042.2431,2057.8722,2050.85,2050.85,2050.85,2050.85,2050.85,2057.8722,2057.8722,2057.8722,2050.85,2050.85,2050.85,2050.85,2050.85,2050.85,2050.85,2057.6985,2050.85,2050.85,2050.85,2050.85,2050.85,2057.8722,2057.8722
898870043.7104,-377.2635,-501.2908,-473.9004,-377.2284,-619.714,-337.754,-372.4287,-368.3997,-378.0693,-732.498,-417.5084,-236.2484,-800.1684,-469.0668,-731.6924,-680.9396,-594.0633,-839.6428,-731.6924,-822.7252,-597.1572,2050.85,-375.6519,-374.8461
898870044.6395,-399.826,-502.0964,-446.51,-396.5628,-635.826,-355.4772,-391.768,-390.9622,-388.5448,-755.0548,-436.8428,-241.8876,-809.8356,-484.3732,-752.638,-697.8572,-584.3941,-854.9492,-746.1932,-842.8652,-616.4916,2050.85,-391.768,-384.5158
898870046.1111,-377.2635,-502.0964,-472.2892,-377.2284,-622.9364,-336.1428,-377.2635,-371.6229,-378.0693,-735.7204,-417.5084,-235.4428,-803.3908,-466.65,-731.6924,-680.134,-590.8402,-842.8652,-730.0812,-822.7252,-597.1572,2050.85,-375.6519,-378.0693
898870047.0401,-385.3216,-500.4852,-444.0932,-394.9516,-639.854,-358.6996,-394.1854,-388.5448,-382.0984,-758.2772,-431.2036,-243.4988,-809.8356,-487.5956,-751.8324,-694.6348,-591.646,-861.394,-746.9988,-839.6428,-620.5196,2050.85,-392.5738,-390.1564
898870048.5101,-372.4287,-500.4852,-474.706,-374.8116,-617.2972,-343.3932,-374.8461,-369.2055,-373.2345,-738.1372,-416.7028,-233.026,-800.974,-470.678,-735.7204,-676.106,-596.4806,-846.0876,-734.1092,-823.5308,-601.1852,2050.85,-374.8461,-372.4287
898870049.4367,-386.1274,-501.2908,-448.1212,-394.146,-637.4372,-356.2828,-394.1854,-379.6809,-387.739,-755.8604,-436.0372,-244.3044,-810.6412,-486.79,-751.8324,-697.0516,-588.4229,-858.9772,-751.8324,-837.226,-617.2972,2050.85,-384.5158,-391.768
898870050.9092,-378.0693,-503.7076,-469.8724,-378.8396,-622.9364,-336.1428,-372.4287,-367.5939,-375.6519,-735.7204,-414.286,-233.8316,-803.3908,-465.0388,-730.0812,-678.5228,-597.2863,-843.6708,-730.0812,-821.9196,-600.3796,2050.85,-372.4287,-370.8171
898870051.8379,-394.1854,-501.2908,-446.51,-396.5628,-635.826,-353.866,-396.6028,-390.9622,-378.0693,-752.638,-433.6204,-242.6932,-813.058,-488.4012,-752.638,-693.8292,-587.6172,-855.7548,-751.0268,-842.0596,-613.2692,2050.85,-390.1564,-390.9622
898870053.3104,-372.4287,-500.4852,-477.9284,-374.8116,-617.2972,-338.5596,-378.8751,-365.1765,-372.4287,-738.1372,-416.7028,-234.6372,-800.974,-472.2892,-734.1092,-675.3004,-597.2863,-842.0596,-729.2756,-823.5308,-601.1852,2050.85,-368.3997,-372.4287
898870054.2375,-391.768,-500.4852,-448.9268,-392.5348,-636.6316,-357.894,-392.5738,-385.3216,-386.1274,-757.4716,-432.8148,-243.4988,-809.03,-487.5956,-748.61,-694.6348,-591.646,-860.5884,-746.9988,-836.4204,-617.2972,2050.85,-392.5738,-391.768
898870055.7104,-371.6229,-502.0964,-473.0948,-378.8396,-622.9364,-336.1428,-372.4287,-367.5939,-375.6519,-735.7204,-417.5084,-235.4428,-803.3908,-466.65,-730.0812,-678.5228,-597.2863,-838.8372,-730.0812,-821.9196,-597.1572,2050.85,-372.4287,-371.6229
898870056.6366,-388.5448,-500.4852,-444.0932,-391.7292,-639.854,-358.6996,-394.9912,-390.1564,-388.5448,-751.8324,-431.2036,-241.8876,-809.8356,-484.3732,-752.638,-694.6348,-590.8402,-856.5604,-746.1932,-841.254,-616.4916,2050.85,-392.5738,-390.9622
898870058.1107,-378.8751,-499.6796,-471.4836,-374.8116,-617.2972,-338.5596,-374.8461,-369.2055,-371.6229,-738.1372,-416.7028,-233.026,-800.974,-467.4556,-735.7204,-675.3004,-594.869,-846.0876,-726.0532,-817.8916,-601.1852,2050.85,-378.0693,-372.4287
898870059.0365,-381.2926,-502.0964,-443.2876,-394.9516,-635.826,-353.866,-390.9622,-384.5158,-390.1564,-752.638,-435.2316,-242.6932,-810.6412,-485.1788,-751.8324,-693.8292,-591.646,-855.7548,-745.3876,-835.6148,-617.2972,2050.85,-388.5448,-384.5158
898870060.5069,-366.7881,-501.2908,-472.2892,-377.2284,-619.714,-336.9484,-378.0693,-366.7881,-371.6229,-732.498,-420.7308,-236.2484,-798.5572,-469.0668,-736.526,-674.4948,-598.0921,-842.8652,-733.3036,-819.5028,-597.9628,2050.85,-375.6519,-371.6229
898870061.4369,-390.9622,-502.0964,-443.2876,-394.9516,-641.4652,-355.4772,-388.5448,-384.5158,-390.1564,-753.4436,-436.8428,-241.8876,-813.058,-482.762,-752.638,-693.8292,-590.8402,-855.7548,-749.4156,-838.8372,-618.1028,2050.85,-391.768,-390.9622
898870062.9111,-375.6519,-501.2908,-472.2892,-378.034,-618.1028,-340.1708,-374.8461,-372.4287,-371.6229,-739.7484,-416.7028,-233.026,-800.974,-470.678,-735.7204,-675.3004,-596.4806,-842.0596,-729.2756,-823.5308,-601.1852,2050.85,-378.0693,-368.3997
898870063.837,2057.8722,2050.85,2050.85,2050.85,2050.85,2050.85,2057.8722,2057.8722,2057.8722,2050.85,2050.85,2050.85,2050.85,2050.85,2050.85,2050.85,2057.6985,2050.85,2050.85,2050.85,2050.85,2050.85,2057.8722,2057.8722
898870065.3098,-371.6229,-500.4852,-471.4836,-375.6172,-620.5196,-339.3652,-377.2635,-371.6229,-377.2635,-735.7204,-417.5084,-235.4428,-803.3908,-466.65,-731.6924,-678.5228,-600.5094,-842.8652,-730.0812,-822.7252,-600.3796,2050.85,-373.2345,-372.4287
898870066.2365,-385.3216,-499.6796,-448.1212,-390.9236,-636.6316,-357.894,-386.1274,-385.3216,-384.5158,-757.4716,-436.0372,-243.4988,-809.03,-487.5956,-748.61,-694.6348,-588.4229,-854.9492,-746.9988,-836.4204,-616.4916,2050.85,-394.1854,-386.1274
898870067.7098,-390.9622,-501.2908,-436.0372,-394.146,-637.4372,-359.5052,-391.768,-385.3216,-392.5738,-758.2772,-436.0372,-243.4988,-809.03,-487.5956,-751.8324,-694.6348,-571.5019,-858.1716,-746.9988,-842.8652,-616.4916,2050.85,-390.9622,-392.5738
898870068.6371,-386.1274,-503.7076,-443.2876,-396.5628,-635.826,-359.5052,-394.1854,-390.9622,-390.9622,-759.0828,-440.0652,-242.6932,-811.4468,-488.4012,-755.8604,-697.0516,-572.3077,-858.9772,-751.8324,-838.8372,-617.2972,2050.85,-388.5448,-390.9622
898870070.411,-390.9622,-500.4852,-439.2596,-398.174,-639.854,-358.6996,-390.9622,-390.1564,-390.1564,-755.0548,-436.8428,-242.6932,-815.4748,-488.4012,-752.638,-699.4684,-568.2789,-855.7548,-752.638,-842.0596,-618.1028,2050.85,-391.768,-391.768
898870071.3634,-390.9622,-501.2908,-454.566,-394.146,-636.6316,-357.894,-388.5448,-385.3216,-391.768,-757.4716,-437.6484,-243.4988,-815.4748,-487.5956,-752.638,-697.8572,-571.5019,-856.5604,-749.4156,-842.0596,-616.4916,2050.85,-394.1854,-391.768
898870073.4978,-390.9622,-501.2908,-440.0652,-397.3684,-643.0764,-357.894,-398.2144,-385.3216,-387.739,-758.2772,-439.2596,-243.4988,-809.8356,-487.5956,-753.4436,-694.6348,-564.2501,-854.9492,-749.4156,-842.8652,-622.9364,2050.85,-390.9622,-394.1854
898870074.4372,-391.768,-503.7076,-443.2876,-396.5628,-642.2708,-359.5052,-394.1854,-387.739,-384.5158,-759.0828,-440.0652,-245.9156,-811.4468,-491.6236,-751.8324,-695.4404,-559.4155,-860.5884,-748.61,-839.6428,-620.5196,2050.85,-388.5448,-396.6028
898870076.5468,-391.768,-500.4852,-436.0372,-394.9516,-641.4652,-358.6996,-397.4086,-390.1564,-385.3216,-759.8884,-436.8428,-242.6932,-813.058,-489.2068,-755.8604,-693.8292,-553.7752,-858.9772,-751.8324,-838.8372,-618.1028,2050.85,-392.5738,-391.768
898870077.5371,-394.1854,-500.4852,-448.9268,-398.174,-643.0764,-358.6996,-397.4086,-390.1564,-378.8751,-759.8884,-436.8428,-242.6932,-816.2804,-488.4012,-755.8604,-693.8292,-555.3867,-855.7548,-751.0268,-842.0596,-618.1028,2050.85,-392.5738,-392.5738
898870079.6399,-394.1854,-499.6796,-436.0372,-398.9796,-639.854,-358.6996,-394.1854,-390.9622,-388.5448,-759.8884,-436.8428,-241.8876,-816.2804,-489.2068,-755.8604,-693.8292,-550.5521,-858.9772,-751.8324,-838.8372,-620.5196,2050.85,-394.1854,-391.768
898870080.5761,-394.1854,-499.6796,-442.482,-398.174,-639.854,-358.6996,-390.9622,-388.5448,-388.5448,-755.0548,-437.6484,-242.6932,-813.058,-488.4012,-752.638,-700.274,-555.3867,-858.9772,-751.0268,-838.8372,-618.1028,2050.85,-392.5738,-391.768
898870082.7091,-397.4086,-502.0964,-440.0652,-397.3684,-639.0484,-359.5052,-390.9622,-379.6809,-387.739,-757.4716,-439.2596,-243.4988,-809.03,-487.5956,-759.0828,-697.8572,-551.3579,-858.1716,-749.4156,-846.0876,-619.714,2050.85,-396.6028,-394.9912
898870083.6373,-392.5738,-501.2908,-446.51,-397.3684,-637.4372,-362.7276,-390.9622,-388.5448,-382.9042,-758.2772,-437.6484,-243.4988,-809.8356,-487.5956,-755.8604,-699.4684,-552.1637,-855.7548,-751.0268,-842.0596,-617.2972,2050.85,-394.1854,-394.1854
898870085.7744,-394.9912,-501.2908,-440.0652,-397.3684,-637.4372,-359.5052,-394.1854,-394.9912,-392.5738,-758.2772,-437.6484,-243.4988,-809.8356,-489.2068,-752.638,-693.8292,-548.9406,-858.9772,-751.8324,-838.8372,-618.1028,2050.85,-394.1854,-394.1854
898870086.7103,-394.1854,-502.0964,-440.0652,-397.3684,-639.0484,-359.5052,-401.4376,-386.1274,-384.5158,-757.4716,-439.2596,-243.4988,-809.8356,-487.5956,-752.638,-697.8572,-552.1637,-862.1996,-752.638,-842.0596,-619.714,2050.85,-390.1564,-390.9622
898870088.842,-391.768,-502.0964,-436.8428,-397.3684,-637.4372,-362.7276,-390.9622,-388.5448,-392.5738,-758.2772,-439.2596,-243.4988,-809.8356,-489.2068,-755.8604,-700.274,-548.9406,-855.7548,-754.2492,-842.0596,-618.1028,2050.85,-397.4086,-397.4086
898870089.8104,-390.9622,-500.4852,-442.482,-398.174,-639.854,-358.6996,-391.768,-384.5158,-388.5448,-759.0828,-440.0652,-245.9156,-811.4468,-488.4012,-751.8324,-695.4404,-549.7464,-861.394,-748.61,-842.8652,-622.9364,2050.85,-392.5738,-392.5738
898870091.91,-384.5158,-500.4852,-481.1508,-385.2844,-633.4092,-352.2548,-388.5448,-378.0693,-382.0984,-746.9988,-433.6204,-242.6932,-810.6412,-485.1788,-745.3876,-688.19,-565.8616,-851.7268,-746.1932,-836.4204,-610.0468,2050.85,-385.3216,-385.3216
898870092.8411,-391.768,-500.4852,-449.7324,-396.5628,-641.4652,-355.4772,-390.9622,-387.739,-390.9622,-755.8604,-436.0372,-244.3044,-813.8636,-487.5956,-751.8324,-697.8572,-558.6098,-856.5604,-752.638,-842.0596,-619.714,2050.85,-394.9912,-394.9912
898870094.9746,-391.768,-503.7076,-443.2876,-397.3684,-642.2708,-359.5052,-394.1854,-391.768,-390.9622,-758.2772,-442.482,-243.4988,-817.086,-490.818,-752.638,-701.0796,-552.1637,-862.1996,-754.2492,-842.0596,-623.742,2050.85,-398.2144,-390.9622
898870095.9134,-398.2144,-503.7076,-444.0932,-397.3684,-642.2708,-360.3108,-394.1854,-392.5738,-390.9622,-757.4716,-442.482,-244.3044,-817.086,-487.5956,-759.0828,-701.0796,-558.6098,-862.1996,-755.8604,-842.0596,-619.714,2050.85,-388.5448,-390.1564
